Date,Season #,Path order,Season Year,City,State,Latitude,Longitude,Venue Name,Concert Type,Repertoire,Assisting Artists,Institutional Affiliation and Notes
12/8/1854,3,12,1854-55,Baltimore,MD,39.290927,-76.609744,Baltimore Assembly Rooms,Traveling Troupe,"Alard, Fantaisie sur  La Favorita  de Donizetti, Op. 20; Sainton, Fantaisie on Themes from Lucrezia Borgia","Rosa Schmidt, Fanny Morant, Signor Severo Strini",
1/7/1855,3,13,1854-55,Cleveland,OH,41.499495,-81.695409,Chapin's Hall,Traveling Troupe,,"Mrs. Macready, F. Abel",
1/8/1855,3,14,1854-55,Cleveland,OH,41.499495,-81.695409,Chapin's Hall,Traveling Troupe,,"Mrs. Macready, F. Abel",
1/9/1855,3,15,1854-55,Cleveland,OH,41.499495,-81.695409,Melodeon Hall,Traveling Troupe,,"Mrs. Macready, F. Abel",Benefit for the local schools
1/12/1855,3,16,1854-55,Cleveland,OH,41.499495,-81.695409,Melodeon Hall,Traveling Troupe,,"Mrs. Macready, F. Abel",
1/16/1855,3,17,1854-55,Columbus,OH,9.961176,-82.998794,Neil's New Hall,Traveling Troupe,,"Mrs. Macready, F. Abel",
1/17/1855,3,18,1854-55,Columbus,OH,9.961176,-82.998794,Neil's New Hall,Traveling Troupe,,"Mrs. Macready, F. Abel",
1/22/1855,3,19,1854-55,Columbus,OH,9.961176,-82.998794,Neil's New Hall,Traveling Troupe,,"Mrs. Macready, F. Abel",
1/20/1855,3,20,1854-55,New York,NY,40.725573,-73.996654,Niblo's Garden,Orchestral,"Sainton, Fantaisie on Themes from Lucrezia Borgia; Ernst, Carnival of Venice, Op. 18","Caroline Lehmann, soprano; Louis Schreiber, cornetist; Theodore Eisfeld, conductor","first appearance with the NY Philharmonic, second in orchestras subcription series"
2/4/1855,3,21,1854-55,New York,NY,40.725573,-73.996654,,Variety, new solo  Vieuxtemps,,Eleventh concert of the Broadway Sunday concerts series
2/21/1855,3,22,1854-55,Louisville,KY,38.252665,-85.758456,Mozart Hall,Traveling Troupe,,"Mrs. Macready, F. Abel",
3/4/1855,3,23,1854-55,Louisville,KY,38.252665,-85.758456,Mozart Hall,Traveling Troupe,,"Mrs. Macready, F. Abel",
3/8/1855,3,25,1854-55,Louisville,KY,38.252665,-85.758456,Mozart Hall,Traveling Troupe,,"Mrs. Macready, F. Abel",
3/10/1855,3,24,1854-55,Louisville,KY,38.252665,-85.758456,Mozart Hall,Traveling Troupe,,"Mrs. Macready, F. Abel",
4/17/1855,3,26,1854-55,New York,NY,40.77273,-73.984811,Metropolitan Opera House,Orchestral,"Alard, Fantaisie sur  La Favorita  de Donizetti, Op. 20; Sainton, Fantaisie on Themes from Lucrezia Borgia","Carl Bergmann, Signor Bernardi, Mr. Griswold, Messrs. Seide and Eben",
5/29/1855,3,27,1854-55,Brooklyn,NY,40.69035,-73.994035,Brooklyn Atheneum,Variety,,"Caroline Lehmann, Georgina Stuart, Signor Bernardi, Mr. A Irving, Mr. Fraser",concert review mentions Urso did not perform since she did not return in time from Montreal
11/9/1855,4,1,1855-56,Newark,NJ,40.742935,-74.171488,New Jersey's Library Hall,Traveling Troupe,,,
2/13/1856,4,2,1855-56,Cincinnati,OH,39.103118,-84.51202,,Traveling Troupe,,Mrs. Macready,
3/17/1856,4,3,1855-56,Evansville,IN,37.971559,-87.57109,,Traveling Troupe,,Mrs. Macready,
4/12/1856,4,4,1855-56,Clarksville,TN,36.529771,-87.359453,,Traveling Troupe,,Mrs. Macready,
5/1/1856,4,5,1855-56,Nashville,TN,36.15221,-86.768685,Odd-Fellow's Hall,Traveling Troupe,,,
5/5/1856,4,6,1855-56,Nashville,TN,36.162664,-86.781602,,Traveling Troupe,,,
5/8/1856,4,7,1855-56,Nashville,TN,36.162664,-86.781602,,Traveling Troupe,,,
5/21/1856,4,8,1855-56,Nashville,TN,36.165496,-86.780294,Adelphi Theatre,Variety,"Osborne/De Beriot, Fantasie Brilliante sur  Guillaume Tell ; Alard, Fantasia and Variations from The Daughter of the Regiment, Op. 28; Urso, Last Rose of Summer; Artot, Souvenirs de Bellini, Op. 4; Paganini, Witches Dance, Op. 8","George Taylor, Mrs. Letitia Macrery, Miss. H Cooledge",
1/20/1858,5,1,1856-58,Nashville,TN,36.162664,-86.781602,,Variety,,George Taylor,
11/21/1858,6,1,1858-60,Nashville,TN,36.162664,-86.781602,,Variety,,,
11/18/1859,6,2,1858-60,Nashville,TN,36.162664,-86.781602,,Variety,,,
6/8/1860,6,3,1858-60,Nashville,TN,36.15221,-86.768685,Odd Fellows Hall,Variety,,,
9/14/1860,7,1,1860-61,Nashville,TN,36.15221,-86.768685,Odd Fellows Hall,Variety,,"Emilie Urso, cantatrice; Adile Grignon, prima donna; George Taylor",
2/7/1861,7,2,1860-61,Nashville,TN,36.15221,-86.768685,Odd Fellows Hall,Orchestral,,Charles H. Mueller,Nashville Philharmonic Society Third Grand Concert
6/24/1862,8,1,1861-62,Nashville,TN,36.15221,-86.768685,,Variety,,St. Cecilia Academy Commencement,
10/29/1862,8,2,1861-62,Nashville,TN,36.162664,-86.781602,,Variety,,,
2/7/1863,9,1,1862-63,Boston,MA,42.358562,-71.05833,Boston Music Hall,Orchestral,"Vieuxtemps, Fantasie Caprice, Op. 11; De Beriot, Violin Concerto No. 2, Op. 32, Andante and Rondo Russe","conducted by Carl Zerrahn, Addie Ryan",
2/11/1863,9,2,1862-63,Boston,MA,42.358562,-71.05833,Boston Music Hall,Orchestral,"Vieuxtemps, Fantasie Caprice, Op. 11; De Beriot, Violin Concerto No. 2, Op. 32, Andante and Rondo Russe",conducted by Carl Zerrahn,
2/13/1863,9,3,1862-63,Cambridge,MA,42.373616,-71.109734,Cambridge City Hall,Orchestral,"Vieuxtemps, Fantasie Caprice, Op. 11; De Beriot, Violin Concerto No. 2, Op. 32, Andante and Rondo Russe; Mollenhauer, The Dream","Carl Zerrahn, A. Hamann, Mendelssohn Quintette Club",
2/18/1863,9,4,1862-63,Boston,MA,42.358562,-71.05833,Boston Orchestral Union,Orchestral,"Artot, Souvenirs de Bellini, Op. 4; Vieuxtemps, Souvenir d'Amerique, Op. 17",Boston Orchestral Union,
2/21/1863,9,5,1862-63,Boston,MA,42.358562,-71.05833,Boston Music Hall,Orchestral,"Alard, Souvenirs de Mozart, Op. 21; Simon, Un Reve; Alard, Fantasia and Variations from The Daughter of the Regiment, Op. 28",conducted by Carl Zerrahn,Carl Zerrahn's Philharmonic
2/25/1863,9,6,1862-63,Boston,MA,42.358562,-71.05833,Boston Music Hall,Orchestral,"Alard, Souvenirs de Mozart, Op. 21; Simon, Un Reve; Alard, Fantasia and Variations from The Daughter of the Regiment, Op. 28",conducted by Carl Zerrahn,Carl Zerrahn's Philharmonic
2/28/1863,9,7,1862-63,Boston,MA,42.358562,-71.05833,Chickerings Hall,Benefit,"Sainton, Fantasie on Themes from Lucrezia Borgia; Alard, Souvenir des Pyrenees, Op. 13; Vieuxtemps, Fantasie Caprice, Op. 11; Osborne/De Beriot, Fantasie Brilliante sur  Guillaume Tell ", Complimentary Farewell Benefit Concert  probably in preparation for her departure to New York,
3/14/1863,9,8,1862-63,New York,NY,40.725573,-73.996654,"Irving Hall, Manhattan",Orchestral,"De Beriot, Violin Concerto No. 2, Op. 32, Andante and Rondo Russe; Vieuxtemps, Fantasie Caprice, Op. 11","conducted by Theodore Eisfeld, other soloists are J. Ernst Perring, Henry C. Timm, Fredrick Bergner",New York Philharmonic Society
3/24/1863,9,9,1862-63,Boston,MA,42.358562,-71.05833,Tremont Temple,Variety,,"Mr. L. Marshall, Martha M. Dana",
4/27/1863,9,10,1862-63,New York,NY,40.725573,-73.996654,"Irving Hall, Manhattan",Variety,,"Jenny Kempton, J.R. Thomas, Signor Abella",
4/30/1863,9,11,1862-63,Boston,MA,42.358562,-71.05833,Tremont Temple,Variety,,"Mr. L. Marshall, Martha M. Dana",
5/16/1863,9,12,1862-63,Boston,MA,42.358562,-71.05833,Chickerings Hall,Variety,"De Beriot, Andante and Rondo Russe; Ernst, Elegie","B.J. Lang, Addie Ryan, Carl Mayer",Mendelssohn Quintette Club
5/20/1863,9,13,1862-63,Boston,MA,42.358562,-71.05833,Chickerings Hall,Variety,,"B.J. Lang, Addie Ryan, Carl Mayer",
5/27/1863,9,14,1862-63,Boston,MA,42.358562,-71.05833,Chickerings Hall,Variety,,, farwell concert 
9/26/1863,10,1,1863-64,Boston,MA,42.358562,-71.05833,Tremont Temple,Variety,,"Patrick Gilmore, Mr. F. Rudolphsen, M. Arbuckle","Gilmore's Popular concerts, public rehearsal"
9/27/1863,10,2,1863-64,Boston,MA,42.358562,-71.05833,Tremont Temple,Variety,,"Patrick Gilmore, Mr. F. Rudolphsen, M. Arbuckle",Gilmore's Popular concerts
10/3/1863,10,3,1863-64,Boston,MA,42.358562,-71.05833,Tremont Temple,Variety,,"Patrick Gilmore, Mr. F. Rudolphsen, M. Arbuckle",Gilmore's Popular concerts
10/4/1863,10,4,1863-64,Boston,MA,42.358562,-71.05833,Tremont Temple,Variety,,"Patrick Gilmore, Mr. F. Rudolphsen, M. Arbuckle",Gilmore's Popular concerts
10/5/1863,10,5,1863-64,Boston,MA,42.358562,-71.05833,Chickerings Hall,Variety,,"Patrick Gilmore, August Enders",
10/8/1863,10,6,1863-64,Portland,ME,43.6591,-70.256821,New City Hall,Variety,,Patrick Gilmore,Gilmore's Band
10/10/1863,10,7,1863-64,Boston,MA,42.358562,-71.05833,Tremont Temple,Variety,"Artot, Fantasie on Themes from Lucia di Lamermoor, Op. 5; Urso, Dream",Patrick Gilmore,
10/11/1863,10,8,1863-64,Boston,MA,42.358562,-71.05833,Tremont Temple,Variety,"Artot, Fantasie on Themes from Lucia di Lamermoor, Op. 5; Urso, Dream",Patrick Gilmore,
10/12/1863,10,9,1863-64,Manchester,NH,42.99104,-71.463078,Music Hall,Traveling Troupe,,Patrick Gilmore,
10/14/1863,10,10,1863-64,Lowell,MA,42.631333,-71.333048,Huntington Hall,Traveling Troupe,"Urso, Dream",Patrick Gilmore,
10/15/1863,10,11,1863-64,Providence,RI,41.824286,-71.41254,Howard Hall,Traveling Troupe,,Patrick Gilmore,
10/18/1863,10,12,1863-64,Boston,MA,42.358562,-71.05833,Tremont Temple,Variety,"Vieuxtemps, Fantasie Caprice, Op. 11; De Beriot, Le Tremelo; Sainton, Fantasie on Themes from Lucrezia Borgia",Patrick Gilmore,Benefit concert for Camilla Urso
10/20/1863,10,13,1863-64,Lowell,MA,42.631333,-71.333048,Huntington Hall,Traveling Troupe,"Urso, Dream",Patrick Gilmore,
10/21/1863,10,14,1863-64,Salem,MA,42.5218376,-70.895749,Mechanic Hall,Traveling Troupe,,Patrick Gilmore,
10/22/1863,10,15,1863-64,Portland,ME,43.6591,-70.256821,New City Hall,Traveling Troupe,,Patick Gilmore,
10/25/1863,10,16,1863-64,Boston,MA,42.358562,-71.05833,Tremont Temple,Traveling Troupe,"Vieuxtemps, Romanza Sans Paroles; Urso, Dream; Paganini, Carnival of Venice","Arbuckle, Rudolphsen, Zoehler, Patrick Gilmore",
10/26/1863,10,17,1863-64,Providence,RI,41.824286,-71.41254,Roger Williams Hall,Traveling Troupe,,Patrick Gilmore,
10/29/1863,10,18,1863-64,Manchester,NH,42.99104,-71.463078,Smyth's Hall,Traveling Troupe,,"Arbuckle, Rudolphsen, Zoehler, Patrick Gilmore",
10/30/1863,10,19,1863-64,Concord,NH,43.2062535,-71.539843,Phenix Hall,Traveling Troupe,,"Arbuckle, Rudolphsen, Zoehler, Patrick Gilmore",
10/31/1863,10,20,1863-64,Roxbury,MA,42.3146014,-71.088322,Institute Hall,Traveling Troupe,,"Arbuckle, Rudolphsen, Zoehler, Patrick Gilmore",
11/1/1863,10,21,1863-64,Salem,MA,42.5218376,-70.895749,Mechanic Hall,Traveling Troupe,"Vieuxtemps, Fantasie Caprice, Op. 11; Artot, Fantasie and Variations on La Sonnambula","Arbuckle, Rudolphsen, Zoehler, Patrick Gilmore",
11/3/1863,10,22,1863-64,Taunton,MA,41.90168,-71.092651,,Traveling Troupe,,"Arbuckle, Rudolphsen, Zoehler, Patrick Gilmore",
11/4/1863,10,23,1863-64,Malden,MA,42.427093,-71.073415,,Traveling Troupe,,"Arbuckle, Rudolphsen, Zoehler, Patrick Gilmore",
11/5/1863,10,24,1863-64,Salem,MA,42.5218376,-70.895749,,Traveling Troupe,"Vieuxtemps, Fantasie Caprice, Op. 11; Artot, Fantasie and Variations on La Sonnambula","Arbuckle, Rudolphsen, Zoehler, Patrick Gilmore",
11/6/1863,10,25,1863-64,Fall River,MA,41.701031,-71.155388,Fall River City Hall,Variety,"Urso,  Dream;  Urso, Last Rose of Summer","Patrick Gilmore, M. Arbuckle, F. Zoehler, A. Hamann",
11/7/1863,10,26,1863-64,Bridgewater,MA,41.988933,-70.976216,,Traveling Troupe,,"Arbuckle, Rudolphsen, Zoehler, Patrick Gilmore",
11/8/1863,10,27,1863-64,Boston,MA,42.358562,-71.05833,Boston Theatre,Variety,,,
12/2/1863,10,28,1863-64,Bangor,ME,44.801613,-68.771225,Norombega Hall,Variety,,"Patrick Gilmore, M. Arbuckle, F. Zoehler, A. Hamann",
12/3/1863,10,29,1863-64,Bangor,ME,44.801613,-68.771225,Norombega Hall,Variety,,,
12/5/1863,10,30,1863-64,Boston,MA,42.358562,-71.05833,Tremont Temple,Variety,"Paganini, Carnival of Venice; De Beriot, Fantasie on Russain Airs","Patrick Gilmore, M. Arbuckle, F. Zoehler, A. Hamann, Mendelssohn Quintette Club",
12/9/1863,10,31,1863-64,Pittsfield,MA,42.44503,-73.2528,West's Hall,Variety,"Simon, Un Reve; Artot, Souvenirs de Bellini, Op. 4",,Benefit for the Pittsfield Library Association
12/8/1863,10,32,1863-64,Augusta,ME,44.310624,-69.77949,Meonian Hall,Variety,,"Patrick Gilmore, M. Arbuckle, F. Zoehler, A. Hamann, Mendelssohn Quintette Club",
12/29/1863,10,33,1863-64,Salem,MA,42.5218376,-70.895749,Mechanics Hall,Variety,,"Julia S. THompson, Dr. Guilmette, Patrick Gilmore",
12/30/1863,10,34,1863-64,Taunton,MA,41.900101,-71.089767,,Variety,,,
1/1/1864,10,35,1863-64,Lowell,MA,42.631333,-71.333048,Huntington Hall,Traveling Troupe,,"J.S. Cary, Dr. Guilmette, Patrick Gilmore, A. Hamann",
1/2/1864,10,36,1863-64,Waltham,MA,42.376485,-71.235611,Rumford Hall,Traveling Troupe,,"J.S. Cary, Dr. Guilmette, Patrick Gilmore, A. Hamann",
1/7/1864,10,37,1863-64,Milford,MA,42.142837,-71.51679,Lyceum Hall,Traveling Troupe,,"J.S. Cary, Dr. Guilmette, Patrick Gilmore, A. Hamann",
1/8/1864,10,38,1863-64,Dedham,MA,42.246691,-71.173463,Temperance Hall,Traveling Troupe,,"J.S. Cary, Dr. Guilmette, Patrick Gilmore, A. Hamann",
1/9/1864,10,39,1863-64,Woburn,MA,42.479311,-71.152523,Lyceum Hall,Traveling Troupe,,"J.S. Cary, Dr. Guilmette, Patrick Gilmore, A. Hamann",
1/22/1864,10,40,1863-64,Lewiston,ME,44.0955114,-70.215495,,Traveling Troupe,,,
1/30/1864,10,41,1863-64,Waltham,MA,42.376485,-71.235611,Rumford Hall,Traveling Troupe,,Patrick Gilmore,
2/2/1864,10,42,1863-64,Providence,RI,41.824286,-71.41254,Howard Hall,Traveling Troupe,"Alard, Souvenir des Pyrenees, Op. 13","Patrick Gilmore, Howard Dow, J.S. Cary",
2/4/1864,10,43,1863-64,Providence,RI,41.824286,-71.41254,Armory Hall,Traveling Troupe,,"Patrick Gilmore, Howard Dow, J.S. Cary",
2/6/1864,10,44,1863-64,New London,CT,41.354678,-72.096467,Lawerence Hall,Traveling Troupe,,"Mrs. J.S. Cary, Mr. A. Baumbach, Patrick Gilmore",
2/10/1864,10,45,1863-64,Hartford,CT,41.763711,-72.685093,Touro Hall,Traveling Troupe,,"Mrs. J.S. Cary, Mr. A. Baumbach, Patrick Gilmore",
2/13/1864,10,46,1863-64,Hartford,CT,41.763711,-72.685093,Touro Hall,Traveling Troupe,,"Mrs. J.S. Cary, Mr. A. Baumbach, Patrick Gilmore",
2/17/1864,10,47,1863-64,Brattleboro,VT,42.850915,-72.557868,,Traveling Troupe,,"Addie Ryan, Mr. C.L. Gorham",
2/18/1863,10,48,1863-64,Keene,NH,42.934303,-72.278078,Keene Town Hall,Traveling Troupe,,"Addie Ryan, Mr. C.L. Gorham",
3/2/1864,10,49,1863-64,Newport,RI,41.501697,-71.239904,Aquidneck Hall,Traveling Troupe,,"Addie Ryan, Mr. C.L. Gorham",
3/7/1864,10,50,1863-64,Springfield,MA,42.101483,-72.589811,Springfield Music Hall,Variety,,"Madame Vaun, Edward Hoffman",
3/9/1864,10,51,1863-64,Hartford,CT,41.763711,-72.685093,Allyn Hall,Variety,,"Madame Vaun, Edward Hoffman",
6/3/1864,10,52,1863-64,Boston,MA,42.358562,-71.05833,United States Hotel,Variety,"Urso, Mother's Prayer; De Beriot, Andante and Rondo Russe","Howard Dow, H.C. Barnabee, Ferd Zoehler, J.S. Cary, M. Arbuckle, ",
6/17/1864,10,53,1863-64,Boston,MA,42.358562,-71.05833,United States Hotel,Variety,,,concert in aid of wounded soldiers
6/24/1864,10,54,1863-64,Albany,NY,42.651934,-73.75477,Tweddle Hall,Variety,,"Mr. J.S. Cary, Frantz Kluber",
9/6/1864,11,1,1864-65,Providence,RI,41.824286,-71.41254,Armory Hall,Traveling Troupe,,"Louise Adams, C.L. Gorham",
9/9/1864,11,2,1864-65,Newport,RI,41.501697,-71.239904,Aquidneck Hall,Traveling Troupe,,"Louise Adams, C.L. Gorham",
9/10/1864,11,3,1864-65,Newport,RI,41.501697,-71.239904,Aquidneck Hall,Traveling Troupe,"Paganini, Carnival of Venice","Louise Adams, C.L. Gorham",concert added due to poor weather conditions on previous night
10/14/1864,11,4,1864-65,Buffalo,NY,42.886447,-78.878369,St. James Hall,Variety,,"Mlle. Lagrange, Madame Von Berkel, Mons. Grosscurth",
10/19/1864,11,5,1864-65,Cleveland,OH,41.499495,-81.695409,Brainard's Hall,Variety,,"Madame Lagrange, Madame Von Berkel",
1/24/1865,11,6,1864-65,Brooklyn,NY,40.652876,-73.959494,Brooklyn Academy of Music,Variety,"De Beriot, Violin Concerto No. 2, Op. 32, Andante and Rondo Russe; Ernst, Elegie","Laura Harris, J.N. Pattison",Brooklyn Philharmonic Society
1/28/1865,11,7,1864-65,New York,NY,40.725573,-73.996654,"Academy of Music, Manhattan",Orchestral,"Alard, Souvenirs de Mozart, Op. 21; Viextemps, Fantasie Caprice Op. 11","conducted by Theodore Eisfeld, other soloists are William Mason and Henry C. Timm",Philharmonic Society of New York
2/1/1865,11,8,1864-65,New York,NY,40.725573,-73.996654,Steinway Concert Room on 14th St,Variety,,Laura Harris,Part of J.N. Pattison's First Musical Soiree Musicale
2/3/1865,11,9,1864-65,Brooklyn,NY,40.652876,-73.959494,Brooklyn Academy of Music,Variety,"Artot, Fantasie on Themes from Lucia di Lamermoor, Op. 5; Vieuxtemps, Fantasie Caprice, Op. 11","F.F. Muller, Mrs. O.B. Williams",Benefit to raise money for an organ for the ladies of the Packer Collegiate Academy
2/9/1865,11,10,1864-65,New York,NY,40.696464,-73.425169,Steinway Concert Room on 14th St,Variety,,Laura Harris,J.N. Pattison's Second Musical Soiree
2/13/1865,11,11,1864-65,New York,NY,40.725573,-73.996654,Nibloo's Saloon,Traveling Troupe,,Mme. Varian; Teresa Carreno; Signor Fellini; Edward Hoffman,series of concerts given at Nibloos Saloon
2/20/1865,11,12,1864-65,New York,NY,40.725573,-73.996654,Nibloo's Saloon,Traveling Troupe,,Mme. Varian; Teresa Carreno; Signor Fellini; Edward Hoffman,
2/23/1865,11,13,1864-65,New York,NY,40.725573,-73.996654,Nibloo's Saloon,Traveling Troupe,,Mme. Varian; Teresa Carreno; Signor Fellini; Edward Hoffman,
2/27/1865,11,14,1864-65,New York,NY,40.725573,-73.996654,Nibloo's Saloon,Traveling Troupe,,Mme. Varian; Teresa Carreno; Signor Fellini; Edward Hoffman,
3/16/1865,11,15,1864-65,Lowell,MA,42.631333,-71.333048,Huntington Hall,Traveling Troupe,,"Annie Cary, A. Hamann",
3/17/1865,11,16,1864-65,Salem,MA,42.5218376,-70.895749,Lyceum Hall,Traveling Troupe,Last Rose of Summer; St. Patrick's Day,"Annie Cary, A. Hamann",
3/25/1865,11,17,1864-65,Syracuse,NY,43.048122,-76.147424,Wieting Hall,Variety,"De Beriot, Violin Concerto No. 2, Op. 32, Andante and Rondo Russe; Vieuxtemps, Souvenir d'Amerique, Op. 17; Urso, A Mother's Prayer",Madame Bouligny; Alfred Pease,
4/14/1865,11,18,1864-65,Syracuse,NY,43.048122,-76.147424,Wieting Hall,Variety,"Gottschalk, Cradle Song; Paganini, Carnival of Venice Op. 10",,
4/19/1865,11,19,1864-65,Buffalo,NY,42.886447,-78.878369,Buffalo Opera House,Traveling Troupe,"Vieuxtemps, Fantasie Caprice, Op. 11; Gottschalk, Cradle Song; Paganini, Carnival of Venice Op. 10","Adelina Motte, Isidore Lehman, Wilhelm Groscurth",
4/21/1865,11,20,1864-65,Sandusky,OH,41.458789,-82.701963,Norman Hall,Traveling Troupe,,"Adelina Motte, Isidore Lehman, Wilhelm Groscurth","Paper notes that she will perform an ""elegy on the death of President Lincoln"""
4/22/1865,11,21,1864-65,Columbus,OH,9.961176,-82.998794,Naughton Hall,Traveling Troupe,"Vieuxtemps, Fantasie Caprice; Gottschalk, Cradle Song; Paganini, Carnival of Venice Op. 10","Adelina Motte, Isidore Lehman, Wilhelm Groscurth",
4/25/1865,11,22,1864-65,Cincinnati,OH,39.103118,-84.51202,Melodeon Hall,Traveling Troupe,,"Adelina Motte, Isidore Lehman, Wilhelm Groscurth",
4/27/1865,11,23,1864-65,Cincinnati,OH,39.103118,-84.51202,Melodeon Hall,Traveling Troupe,"Urso, A Mother's Prayer; Vieuxtemps, Souvenir d'Amerique, Op. 17","Adelina Motte, Isidore Lehman, Wilhelm Groscurth",
4/28/1865,11,24,1864-65,Cincinnati,OH,39.103118,-84.51202,Melodeon Hall,Traveling Troupe,,"Adelina Motte, Isidore Lehman, Wilhelm Groscurth",
5/2/1865,11,25,1864-65,Dayton,OH,39.758948,-84.191607,Huston Hall,Traveling Troupe,,"Adelina Motte, Isidore Lehman, Wilhelm Groscurth",
5/3/1865,11,26,1864-65,Cleveland,OH,41.499495,-81.695409,Brainard's Hall,Traveling Troupe,,"Adelina Motte, Isidore Lehman, Wilhelm Groscurth",
5/4/1865,11,27,1864-65,Cleveland,OH,41.499495,-81.695409,Brainard's Hall,Traveling Troupe,,"Adelina Motte, Isidore Lehman, Wilhelm Groscurth",
